Name of District,Average Soilmoisture Level (at 15cm),Average SoilMoisture Volume (at 15cm),Aggregate Soilmoisture Percentage (at 15cm),Volume Soilmoisture percentage (at 15cm)
COIMBATORE,0.01,719.28,0.07,28.83707398
COIMBATORE,0,713.03,0,28.58625683
COIMBATORE,0,739.16,0.02,29.63381968
COIMBATORE,0,722.13,0.02,28.95133708
COIMBATORE,0,714.32,0,28.63819482
COIMBATORE,0,727.81,0,29.1791425
COIMBATORE,0,734.23,0,29.43624722
COIMBATORE,0,735.61,0,29.49162765
COIMBATORE,0,747.81,0,29.98076914
COIMBATORE,0,762.19,0,30.55713266
COIMBATORE,0,788.77,0.02,31.62305196
COIMBATORE,0.02,819.92,0.17,32.87170074
COIMBATORE,0.11,857.16,0.95,34.36491932
COIMBATORE,0.04,846.28,0.32,33.92868315
COIMBATORE,0.21,883.94,1.79,35.43826187
COIMBATORE,0.63,896.1,5.14,35.92591585
COIMBATORE,0.31,696.17,2.67,27.91033063
COIMBATORE,0,523.8,0,21.0000241
COIMBATORE,0,531.5,0,21.30873259
COIMBATORE,0,539.73,0,21.63862684
COIMBATORE,0,548.82,0,22.00316058
COIMBATORE,1.43,968.95,11.82,38.84654965
COIMBATORE,1.64,998.91,13.46,40.04758983
COIMBATORE,1.65,1013.42,13.41,40.629337
COIMBATORE,1.91,1062.95,15.36,42.61512109
COIMBATORE,1.38,962.31,11.38,38.58047972
COIMBATORE,1.38,960.21,11.48,38.49608966
COIMBATORE,1.16,930.06,9.7,37.2874614
COIMBATORE,1.25,945.43,10.4,37.90369868
COIMBATORE,1.09,914.41,9.08,36.65991412
COIMBATORE,1.15,933.59,9.55,37.42913007
COIMBATORE,1.31,958.57,10.88,38.43032657
COIMBATORE,1.23,936.02,10.35,37.52620637
COIMBATORE,0,0,0,0
COIMBATORE,0,0,0,0
COIMBATORE,1.22,929.4,10.42,37.2611125
COIMBATORE,1.14,917.09,9.85,36.76746012
COIMBATORE,1.31,951.39,11.26,38.14253831
COIMBATORE,1.39,974.39,11.79,39.06479425
COIMBATORE,1.14,927.61,9.85,37.18916329
COIMBATORE,1.04,922.65,9.02,36.99049059
COIMBATORE,1.12,949.51,9.67,38.06732274
COIMBATORE,1.04,922.25,9.08,36.97430671
COIMBATORE,0.96,917.09,8.42,36.76735207
COIMBATORE,1.01,929.88,8.82,37.28034421
COIMBATORE,1.09,962.15,9.34,38.57401143
COIMBATORE,1.08,952.78,9.35,38.19826176
COIMBATORE,0.68,889.37,6.01,35.65595627
COIMBATORE,0.63,862.71,5.53,34.58716976
COIMBATORE,0.77,898.84,6.68,36.03567216
COIMBATORE,0.98,947.11,8.42,37.97097646
COIMBATORE,0.54,882.88,4.52,35.39576506
COIMBATORE,1.24,965.75,10.13,38.71840477
COIMBATORE,1.17,928.99,9.78,37.24474966
COIMBATORE,1.43,965.43,11.84,38.70529317
COIMBATORE,1.74,1012.27,14.19,40.58331775
COIMBATORE,1.47,967.41,12.09,38.78467606
COIMBATORE,0.89,882.65,7.54,35.38667989
COIMBATORE,0.76,874.67,6.42,35.06662662
COIMBATORE,0.94,902.92,7.89,36.19952418
COIMBATORE,0.32,828.45,2.62,33.21381547
COIMBATORE,0.46,852.41,3.73,34.1743811
COIMBATORE,0.68,885.24,5.44,35.49065122
COIMBATORE,0.71,887.8,5.84,35.59308468
COIMBATORE,0.81,901.33,6.7,36.13557999
COIMBATORE,0.78,903.7,6.43,36.23079589
COIMBATORE,1.06,941.13,8.63,37.73145435
COIMBATORE,1.16,956.82,9.39,38.36041771
COIMBATORE,1.29,988.27,10.27,39.62134185
COIMBATORE,1.3,970.28,10.56,38.89990306
COIMBATORE,0.99,897.47,8.26,35.98088075
COIMBATORE,0.95,892.2,7.98,35.76968722
COIMBATORE,1.14,916.67,9.57,36.75068889
COIMBATORE,1.31,943.28,10.95,37.81756638
COIMBATORE,1.47,966.49,12.2,38.7479743
COIMBATORE,1.15,916.97,9.73,36.76251627
COIMBATORE,1.19,925.77,10.02,37.1154961
COIMBATORE,1.37,953.96,11.39,38.24572582
COIMBATORE,1.67,993.53,13.76,39.83186601
COIMBATORE,1.45,963.76,12.04,38.63849337
COIMBATORE,3.28,1052.14,27.38,42.18178133
COIMBATORE,3.1,1028.26,25.92,41.22426163
COIMBATORE,3.54,1078.1,29.4,43.22243461
COIMBATORE,3.51,1076.6,29.13,43.16240868
COIMBATORE,2.79,998.81,23.45,40.04388261
COIMBATORE,1.58,1005.46,12.64,40.31029819
COIMBATORE,2.08,1062.22,16.55,42.58577042
COIMBATORE,2.14,1071.71,17,42.96623269
COIMBATORE,2.23,1089.3,17.69,43.67144792
COIMBATORE,1.59,993.63,12.96,39.83588628
COIMBATORE,1.8,1018.11,14.56,40.81766753
COIMBATORE,2.1,1063.55,16.78,42.63911183
COIMBATORE,2.06,1050.56,16.57,42.11863982
COIMBATORE,1.82,1029.44,14.67,41.27183842
COIMBATORE,1.83,1040.6,14.83,41.71931625
COIMBATORE,1.56,993.29,12.76,39.82260274
COIMBATORE,2.34,1001.1,19.82,40.13573803
COIMBATORE,1.4,836.86,12.52,33.55085712
COIMBATORE,1.4,831.71,12.46,33.34435966
COIMBATORE,1.42,844.67,12.55,33.86420387
COIMBATORE,1.56,891.59,13.58,35.74519203
COIMBATORE,1.77,942.29,15.12,37.77783562
COIMBATORE,1.65,907.99,14.23,36.40274274
COIMBATORE,1.7,929.42,14.61,37.26176028
COIMBATORE,1.44,874.81,12.72,35.07249694
COIMBATORE,1.31,810.19,11.84,32.48162887
COIMBATORE,1.34,802.06,12.07,32.15575196
COIMBATORE,1.35,813.94,12.17,32.63191601
COIMBATORE,1.31,790.05,11.77,31.67422499
COIMBATORE,1.38,814.58,12.33,32.65784979
COIMBATORE,1.49,853.76,13.17,34.22832944
COIMBATORE,1.73,895.23,15.11,35.89092245
COIMBATORE,1.75,889.93,15.24,35.67842791
COIMBATORE,1.91,911.8,16.56,36.55535493
COIMBATORE,2,903.22,17.32,36.21140254
COIMBATORE,2.44,951.42,20.74,38.14379304
COIMBATORE,2.84,995.57,23.92,39.91393228
COIMBATORE,3.26,1040.12,27.22,41.70011457
COIMBATORE,3.64,1082.8,30.2,43.41113091
COIMBATORE,3.61,1086.3,29.88,43.55135856
COIMBATORE,3.38,1049.68,28.24,42.08317129
COIMBATORE,3.43,1054.14,28.61,42.2618352
COIMBATORE,3.49,1062.59,29.09,42.60072272
COIMBATORE,3.61,1084.59,29.92,43.48272211
COIMBATORE,3.47,1066.28,28.84,42.74869885
COIMBATORE,3.47,1072.82,28.79,43.01095563
COIMBATORE,3.43,1068.36,28.48,42.83217202
COIMBATORE,1.82,876.07,15.77,35.12286232
COIMBATORE,2.22,923.01,18.87,37.00462547
COIMBATORE,2.55,960.8,21.51,38.5198394
COIMBATORE,2.74,983.27,22.99,39.42064521
COIMBATORE,2.82,999.82,23.62,40.08412759
COIMBATORE,2.11,907.95,17.95,36.40108849
COIMBATORE,2.36,929.79,20.05,37.27671454
COIMBATORE,2.73,971.35,22.87,38.94291611
COIMBATORE,3.12,1011.8,25.98,40.56449529
COIMBATORE,3.44,1053.01,28.4,42.21651878
COIMBATORE,3.83,1096.55,31.44,43.96237411
COIMBATORE,3.57,1043.75,29.62,41.8455043
COIMBATORE,3.42,1041,28.33,41.7353152
COIMBATORE,3.61,1063.13,29.85,42.62228356
COIMBATORE,3.83,1099.72,31.44,44.08939016
COIMBATORE,3.44,1055.48,28.44,42.31569768
COIMBATORE,3.34,1038.35,27.74,41.62890657
COIMBATORE,3.78,1097.25,31.1,43.99023259
COIMBATORE,3.51,1066.02,29.1,42.73810038
COIMBATORE,3.53,1072.41,29.18,42.99429437
COIMBATORE,3.45,1068.95,28.38,42.85565228
COIMBATORE,3.39,1077.39,27.75,43.19406128
COIMBATORE,2.86,1035.5,23.68,41.51460738
CUDDALORE,0,446.57,0,22.62562517
CUDDALORE,0,449.85,0,22.7921536
CUDDALORE,0,453.49,0,22.97672955
CUDDALORE,0,458.48,0,23.22947895
CUDDALORE,0,460.12,0,23.31258572
CUDDALORE,0,464.13,0,23.51560078
CUDDALORE,0,467.91,0.02,23.70706008
CUDDALORE,0,472.29,0.06,23.92894307
CUDDALORE,0.01,476.85,0.09,24.15988427
CUDDALORE,0.01,481.29,0.15,24.38506557
CUDDALORE,0.01,484.24,0.19,24.5343482
CUDDALORE,0.02,487.97,0.26,24.72331303
CUDDALORE,0.02,490.43,0.33,24.84826462
CUDDALORE,0,421.86,0,21.37402817
CUDDALORE,0,423.69,0,21.46679837
CUDDALORE,0,426.7,0,21.6193192
CUDDALORE,0,430.16,0,21.79419817
CUDDALORE,0,432.04,0,21.88951144
CUDDALORE,0,435.62,0,22.07110064
CUDDALORE,0,442.54,0,22.42176466
CUDDALORE,0,446.24,0,22.60890385
CUDDALORE,0,449.92,0.02,22.79557273
CUDDALORE,0,453.91,0.04,22.997683
CUDDALORE,0,458.32,0.06,23.22133945
CUDDALORE,0,462.24,0.07,23.42004483
CUDDALORE,8.28,477.78,68.42,24.20703908
CUDDALORE,8.34,495.46,68.92,25.10300325
CUDDALORE,8.41,513.52,69.48,26.01776911
CUDDALORE,8.46,529.77,69.91,26.84149123
CUDDALORE,8.52,542.81,70.4,27.50212816
CUDDALORE,8.58,564.2,70.83,28.58580381
CUDDALORE,0,392.74,0,19.89836238
CUDDALORE,0,393.21,0,19.92224009
CUDDALORE,0,394.4,0,19.98262594
CUDDALORE,0,395.57,0,20.0420078
CUDDALORE,0,396.8,0,20.10430962
CUDDALORE,0,398.05,0,20.16752034
CUDDALORE,0,399.53,0,20.24251069
CUDDALORE,0,400.89,0,20.31147055
CUDDALORE,0,402.23,0,20.37952555
CUDDALORE,0,403.66,0,20.45202664
CUDDALORE,0,405.31,0,20.53535213
CUDDALORE,0,407.19,0,20.63040262
CUDDALORE,0,409.22,0,20.73366319
CUDDALORE,0,411.18,0,20.83278002
CUDDALORE,0,412.88,0,20.91871253
CUDDALORE,0,415.01,0,21.02706118
CUDDALORE,0,417.2,0,21.13784311
CUDDALORE,0,419.26,0,21.24232533
CUDDALORE,0,421.03,0,21.33169092
CUDDALORE,0,422.96,0,21.42970961
CUDDALORE,0,422.8,0,21.42144676
CUDDALORE,0,426.73,0,21.62058332
CUDDALORE,0,428.17,0,21.69338326
CUDDALORE,0,429.53,0,21.76231301
CUDDALORE,0,432.3,0,21.90274556
CUDDALORE,0,450.17,0,22.80802986
CUDDALORE,0,437.67,0,22.17494158
CUDDALORE,0,440.44,0,22.31531749
CUDDALORE,0,443.48,0,22.46920751
CUDDALORE,0,378.97,0,19.2006969
CUDDALORE,0,379.1,0,19.20747753
CUDDALORE,0,379.21,0,19.21314128
CUDDALORE,0,379.38,0,19.2214894
CUDDALORE,0,379.5,0,19.22795282
CUDDALORE,0,379.65,0,19.23506252
CUDDALORE,0,379.75,0,19.24045581
CUDDALORE,0,379.88,0,19.24697722
CUDDALORE,0,380.11,0,19.25855179
CUDDALORE,0,380.39,0,19.27274277
CUDDALORE,0,380.66,0,19.286708
CUDDALORE,0,381.04,0,19.30573311
CUDDALORE,0,381.47,0,19.32775002
CUDDALORE,0,382.04,0,19.35657611
CUDDALORE,0,382.68,0,19.38869519
CUDDALORE,0,383.49,0,19.42970597
CUDDALORE,0,384.76,0,19.49439951
CUDDALORE,0,386.38,0,19.57626362
CUDDALORE,0,387.47,0,19.63175908
CUDDALORE,0,388.5,0,19.68390349
CUDDALORE,0,384.26,0,19.46902146
CUDDALORE,0,384.71,0,19.49184861
CUDDALORE,0,385.01,0,19.50685403
CUDDALORE,0,385.75,0,19.54414014
CUDDALORE,0,386.41,0,19.57764753
CUDDALORE,0,387.22,0,19.61901295
CUDDALORE,0,388.14,0,19.66524503
CUDDALORE,0,389.1,0,19.71399911
CUDDALORE,0,390.17,0,19.76813041
CUDDALORE,0,391.57,0,19.83922883
CUDDALORE,0,392.02,0,19.86220998
CUDDALORE,0,637.65,0,32.30710197
CUDDALORE,0.02,664.92,0.16,33.68888985
CUDDALORE,0,613.47,0.02,31.08190826
CUDDALORE,0,583.46,0.06,29.56133489
CUDDALORE,0.01,593.33,0.17,30.06181259
CUDDALORE,0,557.43,0,28.242512
CUDDALORE,0,526.21,0,26.66081863
CUDDALORE,0,532.87,0,26.99818345
CUDDALORE,0,540.16,0,27.36759452
CUDDALORE,0,547.71,0,27.75025035
CUDDALORE,0,556.07,0,28.17397494
CUDDALORE,0,564.05,0,28.57795421
CUDDALORE,0,572.71,0,29.01679449
CUDDALORE,0,580.74,0,29.42373066
CUDDALORE,0,588.53,0,29.818332
CUDDALORE,0,595.04,0,30.14805969
CUDDALORE,0,601.78,0,30.48947768
CUDDALORE,0,608.92,0,30.85143326
CUDDALORE,0,617.13,0,31.26723102
CUDDALORE,0,631.92,0.05,32.01667456
CUDDALORE,0.01,650.76,0.2,32.97140584
CUDDALORE,0.14,702.31,1.42,35.58335673
CUDDALORE,0,461.68,0,23.39130732
CUDDALORE,0,439.53,0,22.26926715
CUDDALORE,0,384.3,0,19.4710327
CUDDALORE,0,379.1,0,19.20740545
CUDDALORE,0,378.66,0,19.18506373
CUDDALORE,0,378.69,0,19.18681723
CUDDALORE,0,378.8,0,19.1924888
CUDDALORE,0,378.89,0,19.19663254
CUDDALORE,0.04,659.83,0.58,33.43099607
CUDDALORE,0.09,688.44,1.07,34.88067952
CUDDALORE,0.06,658.54,0.82,33.36563622
CUDDALORE,0.07,676.18,0.98,34.25912187
CUDDALORE,0.06,614.01,0.82,31.10920609
CUDDALORE,0.07,623.52,0.99,31.591202
CUDDALORE,0.08,632.25,1.09,32.03351716
CUDDALORE,0.09,645.49,1.29,32.70422203
CUDDALORE,0.1,661.48,1.39,33.51445202
CUDDALORE,0.1,680.04,1.44,34.45464295
CUDDALORE,0.11,703.13,1.5,35.62449474
CUDDALORE,0.15,746.45,1.89,37.81965566
CUDDALORE,0,550.18,0,27.87549977
CUDDALORE,0,554.81,0,28.11006156
CUDDALORE,0,549.23,0,27.82710326
CUDDALORE,0,556.2,0,28.18043388
CUDDALORE,0,563.93,0,28.57202034
CUDDALORE,0,556.87,0,28.2142077
CUDDALORE,0,562.99,0,28.52422606
CUDDALORE,0,554.86,0,28.11268757
CUDDALORE,0,563.01,0,28.52560057
CUDDALORE,0,571.02,0,28.93117224
CUDDALORE,0,576.51,0,29.20933554
CUDDALORE,0,581.28,0,29.45116729
CUDDALORE,0,581.46,0,29.46026872
CUDDALORE,0,586.28,0,29.70447584
CUDDALORE,0,596.06,0,30.19979553
CUDDALORE,0,607.87,0,30.79845361
CUDDALORE,0,621.17,0,31.47225248
CUDDALORE,0.15,711.02,1.89,36.0242644
CUDDALORE,0.15,715.53,1.87,36.25301685
CUDDALORE,0.2,747.76,2.31,37.88605669
CUDDALORE,0.36,796.74,3.74,40.36735171
CUDDALORE,0.25,776.78,2.77,39.35620718
CUDDALORE,0.14,749,1.87,37.94865211
CUDDALORE,0.15,755.18,1.88,38.26175605
CUDDALORE,0.23,776.6,2.73,39.34723867
CUDDALORE,0.09,649.31,1.3,32.89781648
CUDDALORE,0.05,621.42,0.76,31.4846321
CUDDALORE,0.05,629.29,0.8,31.88342309
CUDDALORE,0.07,642.66,0.98,32.56070923
CUDDALORE,0.08,660.04,1.2,33.44158439
CUDDALORE,0.1,680.28,1.41,34.46714377
CUDDALORE,0.13,703.96,1.68,35.66669625
CUDDALORE,0.16,724.68,1.92,36.71662999
CUDDALORE,0.21,760.09,2.41,38.51039301
CUDDALORE,0.43,818.54,4.45,41.47185297
CUDDALORE,0.09,707.39,1.14,35.84070507
CUDDALORE,0.08,697.32,1.08,35.33044639
CUDDALORE,0.09,697.77,1.22,35.35314801
CUDDALORE,0.19,720.68,2.2,36.5138693
CUDDALORE,0.04,669.33,0.63,33.91205259
CUDDALORE,0.06,690.97,0.71,35.00846462
CUDDALORE,0.01,596.84,0.12,30.23962071
CUDDALORE,0.02,611.24,0.24,30.9691362
CUDDALORE,0.02,626.68,0.32,31.75128401
CUDDALORE,0.03,642.76,0.42,32.56618999
CUDDALORE,0.74,826.7,7.16,41.88557022
CUDDALORE,0.85,836.85,8.21,42.39980283
CUDDALORE,1.1,875.38,10.41,44.35203847
CUDDALORE,1.11,877.92,10.5,44.48048308
CUDDALORE,0.56,785.74,5.63,39.81017892
CUDDALORE,0.52,787.22,5.28,39.88496241
CUDDALORE,0.82,853.38,8.04,43.23704838
CUDDALORE,0.12,697.42,1.65,35.33516094
CUDDALORE,0.16,721.94,2,36.57797318
CUDDALORE,0.21,719.51,2.51,36.45479501
CUDDALORE,0.37,754.65,3.95,38.23504769
CUDDALORE,0.59,797.53,5.96,40.40757451
CUDDALORE,0.85,844.87,8.37,42.80627
CUDDALORE,0.37,774.81,3.96,39.25645143
CUDDALORE,0.52,821.57,5.37,41.62580157
CUDDALORE,0.62,845.5,6.25,42.83805448
CUDDALORE,0.13,695.42,1.67,35.23399845
CUDDALORE,0.15,710.83,1.84,36.01508176
CUDDALORE,0.24,738.94,2.72,37.43890482
CUDDALORE,0.31,762.57,3.36,38.63626163
CUDDALORE,0.5,816.98,5.02,41.39303588
CUDDALORE,0.24,777.87,2.74,39.41135227
CUDDALORE,0.25,766.3,2.91,38.8251225
CUDDALORE,0.12,697.28,1.61,35.32822137
CUDDALORE,0.13,728.74,1.74,36.92250665
CUDDALORE,0.14,712.69,1.84,36.10920958
CUDDALORE,0.18,746.03,2.17,37.79821491
CUDDALORE,0.36,802.56,3.87,40.66223684
CUDDALORE,0.16,706.88,1.94,35.81485773
CUDDALORE,0.18,725.05,2.18,36.73511077
CUDDALORE,0.27,750.14,3.02,38.00663084
CUDDALORE,0.49,800.7,4.98,40.56821306
CUDDALORE,0.25,732.8,2.75,37.12794861
CUDDALORE,0.35,760.08,3.7,38.51019146
CUDDALORE,0.31,738.02,3.33,37.39245356
CUDDALORE,0.55,779.85,5.51,39.51156965
CUDDALORE,0.57,786.27,5.69,39.83700459
CUDDALORE,0.8,822,7.71,41.64752225
CUDDALORE,1.15,883.31,10.87,44.75348707
CUDDALORE,0.98,860.49,9.41,43.59760102
CUDDALORE,0.41,775,4.16,39.26606646
CUDDALORE,0.42,772.41,4.28,39.13493664
CUDDALORE,0.62,807.41,6.12,40.90813429
CUDDALORE,0.85,845.1,8.17,42.81760374
CUDDALORE,0.73,823.31,7.13,41.71396219
CUDDALORE,0.89,845.29,8.53,42.82737629
CUDDALORE,0.95,856.26,9.07,43.38334764
CUDDALORE,0.21,719.42,2.4,36.45002093
CUDDALORE,0.31,755.46,3.36,38.27611464
CUDDALORE,0.51,798.1,5.12,40.43631635
CUDDALORE,0.64,827,6.25,41.90091283
CUDDALORE,0.58,820.24,5.75,41.55829891
CUDDALORE,0.33,765.99,3.53,38.8096095
CUDDALORE,0.35,766.83,3.68,38.85213461
CUDDALORE,0.47,800.24,4.73,40.54492293
CUDDALORE,0.57,819.61,5.66,41.52616583
CUDDALORE,0.68,836.86,6.65,42.40011083
CUDDALORE,0.73,851.41,7.11,43.13723467
CUDDALORE,0.55,823.7,5.47,41.73364649
CUDDALORE,0.27,760.83,3,38.5480464
CUDDALORE,0.37,795.23,3.92,40.29098729
CUDDALORE,0.53,835.67,5.34,42.34005172
CUDDALORE,0.22,733.45,2.48,37.16079881
CUDDALORE,0.22,728.4,2.48,36.90481657
CUDDALORE,0.25,740.93,2.77,37.53973441
CUDDALORE,0.29,759.25,3.17,38.46804982
CUDDALORE,0.36,773.31,3.78,39.18025366
CUDDALORE,0.48,803.6,4.83,40.71494271
CUDDALORE,0.63,845.71,6.24,42.84864857
CUDDALORE,0.16,744.6,1.98,37.72605154
DHARMAPURI,0,399.98,0,16.67028306
DHARMAPURI,0,401.2,0,16.72091583
DHARMAPURI,0,403,0,16.79614603
DHARMAPURI,0,404.56,0,16.86108353
DHARMAPURI,0,406.12,0,16.92602046
DHARMAPURI,0,408.08,0,17.00775991
DHARMAPURI,0,409.62,0,17.07180079
DHARMAPURI,0,411.75,0,17.16063469
DHARMAPURI,0,414.03,0,17.25559916
DHARMAPURI,0,416.07,0,17.34073265
DHARMAPURI,0,418.47,0,17.44081841
DHARMAPURI,0,421.07,0,17.54897766
DHARMAPURI,0,422.1,0,17.59185871
DHARMAPURI,0,424.94,0,17.71046792
DHARMAPURI,0,427.68,0,17.8246974
DHARMAPURI,0,431.02,0,17.96388356
DHARMAPURI,0,434.37,0,18.10330734
DHARMAPURI,0,436.28,0,18.18290699
DHARMAPURI,0,440.16,0,18.3444973
DHARMAPURI,0,446.08,0,18.59159514
DHARMAPURI,0,450.15,0,18.7609855
DHARMAPURI,0,454.47,0,18.94105571
DHARMAPURI,0,458.95,0,19.12783614
DHARMAPURI,0,463.68,0,19.32504013
DHARMAPURI,0,468.56,0,19.52839743
DHARMAPURI,1.48,387.41,9.75,16.14609047
DHARMAPURI,1.5,398.46,9.9,16.60653324
DHARMAPURI,1.53,410.5,10.08,17.10856556
DHARMAPURI,1.55,416.9,10.24,17.37519369
DHARMAPURI,1.58,417.88,10.42,17.41630248
DHARMAPURI,1.61,431.54,10.62,17.98526331
DHARMAPURI,0,384.65,0,16.03137365
DHARMAPURI,0,384.97,0,16.04435305
DHARMAPURI,0,385.63,0,16.07201225
DHARMAPURI,0,386.25,0,16.09777925
DHARMAPURI,0,387.12,0,16.13418528
DHARMAPURI,0,388.24,0,16.18068661
DHARMAPURI,0,383.43,0,15.98018643
DHARMAPURI,0,387.05,0,16.13133264
DHARMAPURI,0,384.15,0,16.01030279
DHARMAPURI,0,384.59,0,16.02887482
DHARMAPURI,0,385.04,0,16.04759334
DHARMAPURI,0,385.38,0,16.061626
DHARMAPURI,0,385.8,0,16.07896692
DHARMAPURI,0,386.4,0,16.10391751
DHARMAPURI,0,386.91,0,16.12519452
DHARMAPURI,0,387.41,0,16.14626355
DHARMAPURI,0,388.1,0,16.17477927
DHARMAPURI,0,388.59,0,16.19553757
DHARMAPURI,0,389.36,0,16.22742028
DHARMAPURI,0,390.12,0,16.25934057
DHARMAPURI,0,390.76,0,16.28578501
DHARMAPURI,0,392.08,0,16.34096312
DHARMAPURI,0,392.6,0,16.36262611
DHARMAPURI,0,393.22,0,16.3885047
DHARMAPURI,0,394.18,0,16.42829561
DHARMAPURI,0,402.37,0,16.76965296
DHARMAPURI,0,396.58,0,16.52836323
DHARMAPURI,0,397.21,0,16.55465738
DHARMAPURI,0,398.51,0,16.60899419
DHARMAPURI,0,421.84,0,17.58122892
DHARMAPURI,0,424.47,0,17.69063675
DHARMAPURI,0,427.35,0,17.81073567
DHARMAPURI,0,430.37,0,17.93665153
DHARMAPURI,0,433.5,0,18.06726251
DHARMAPURI,0,436.78,0,18.20378675
DHARMAPURI,0,440.6,0,18.36294844
DHARMAPURI,0,443.44,0,18.48128234
DHARMAPURI,0,448.14,0,18.67734159
DHARMAPURI,0,389.33,0,16.2262209
DHARMAPURI,0,390.98,0,16.29495025
DHARMAPURI,0,388.04,0,16.17264788
DHARMAPURI,0,385.2,0,16.05425921
DHARMAPURI,0,385.6,0,16.07057443
DHARMAPURI,0,386.13,0,16.09264723
DHARMAPURI,0,386.73,0,16.11773151
DHARMAPURI,0,387.31,0,16.14205914
DHARMAPURI,0,388.03,0,16.17219481
DHARMAPURI,0,388.62,0,16.19650922
DHARMAPURI,0,389.18,0,16.21979564
DHARMAPURI,0,389.73,0,16.24290458
DHARMAPURI,0,390.29,0,16.2663239
DHARMAPURI,0,390.97,0,16.29442928
DHARMAPURI,0,391.98,0,16.33649279
DHARMAPURI,0,393.09,0,16.38276203
DHARMAPURI,0,394.85,0,16.45646792
DHARMAPURI,0,391.28,0,16.30756748
DHARMAPURI,0,392.99,0,16.37876368
DHARMAPURI,0,390.97,0,16.2947285
DHARMAPURI,0,519.09,0,21.63431068
DHARMAPURI,0,384.41,0,16.02135669
DHARMAPURI,0.01,761.41,0.1,31.73365778
DHARMAPURI,0.13,801.24,0.74,33.39336459
DHARMAPURI,0.6,855.39,3.27,35.6503337
DHARMAPURI,0.01,770.43,0.04,32.10952346
DHARMAPURI,0,781.12,0.03,32.55499578
DHARMAPURI,0.78,890.24,4.29,37.1027154
DHARMAPURI,0,593.89,0,24.75158994
DHARMAPURI,0,603.19,0,25.13944142
DHARMAPURI,0,573.84,0,23.91619019
DHARMAPURI,0,582.44,0,24.2745458
DHARMAPURI,0,591.6,0,24.65615721
DHARMAPURI,0,601.15,0,25.05414175
DHARMAPURI,0,611.15,0,25.47128152
DHARMAPURI,0,620.41,0,25.85690216
DHARMAPURI,0,629.81,0,26.24882161
DHARMAPURI,0,639.01,0,26.63216859
DHARMAPURI,0,648.99,0,27.04804282
DHARMAPURI,0,660.39,0,27.52325057
DHARMAPURI,0,673.38,0,28.06445289
DHARMAPURI,0,693.43,0,28.90008563
DHARMAPURI,0,718.56,0,29.94745158
DHARMAPURI,0.01,755.79,0.06,31.49928016
DHARMAPURI,0,737.01,0,30.71644624
DHARMAPURI,0.23,790.83,1.24,32.95971657
DHARMAPURI,0,556.57,0,23.19624323
DHARMAPURI,0,528.54,0,22.02826445
DHARMAPURI,0,413.14,0,17.2183885
DHARMAPURI,0,415.07,0,17.29878973
DHARMAPURI,0,417.23,0,17.38886627
DHARMAPURI,0,419.41,0,17.47975255
DHARMAPURI,0.57,840.21,3.15,35.01747733
DHARMAPURI,0.72,870.5,3.97,36.280187
DHARMAPURI,0.65,872.19,3.64,36.35045184
DHARMAPURI,1.42,962.88,7.84,40.13007502
DHARMAPURI,0.97,858.93,5.37,35.79767612
DHARMAPURI,0.15,753.37,0.84,31.39833382
DHARMAPURI,0.18,768.34,1.01,32.02228496
DHARMAPURI,0.34,800.65,1.89,33.36902029
DHARMAPURI,0.14,780.94,0.78,32.5475774
DHARMAPURI,0.21,808.53,1.21,33.69750631
DHARMAPURI,0.05,762.73,0.25,31.78844742
DHARMAPURI,0.06,778.64,0.33,32.45161079
DHARMAPURI,0,627.9,0,26.16916437
DHARMAPURI,0,591.53,0,24.65344523
DHARMAPURI,0,599.85,0,25.00003251
DHARMAPURI,0,608.23,0,25.34926345
DHARMAPURI,0,619.14,0,25.80389636
DHARMAPURI,0,634.84,0,26.45836107
DHARMAPURI,0,642.36,0,26.77171265
DHARMAPURI,0,654.86,0,27.29296839
DHARMAPURI,0,669.74,0,27.91278537
DHARMAPURI,0,685.71,0,28.57857994
DHARMAPURI,0,698.13,0,29.09614664
DHARMAPURI,0,702.45,0.01,29.27628495
DHARMAPURI,0,694.23,0.02,28.93377469
DHARMAPURI,0.01,708.21,0.04,29.5161221
DHARMAPURI,0.01,721.87,0.06,30.08555506
DHARMAPURI,0.02,739.62,0.12,30.82529336
DHARMAPURI,0.02,762.67,0.15,31.78581661
DHARMAPURI,0.73,877.34,4.07,36.56506833
DHARMAPURI,0.58,859.25,3.22,35.81115987
DHARMAPURI,0.69,889.35,3.8,37.06583159
DHARMAPURI,1.14,976.56,6.35,40.70025563
DHARMAPURI,0.86,903.88,4.74,37.67117418
DHARMAPURI,0.62,896.51,3.45,37.36416494
DHARMAPURI,0.3,820.51,1.65,34.19676856
DHARMAPURI,0.18,794.38,1.02,33.10767758
DHARMAPURI,0.14,758.47,0.77,31.6111583
DHARMAPURI,0.24,785.77,1.32,32.74857161
DHARMAPURI,0.29,800.04,1.62,33.34368717
DHARMAPURI,0.22,776.5,1.19,32.36253218
DHARMAPURI,0.24,793.73,1.31,33.08044177
DHARMAPURI,0.16,760.46,0.88,31.69392404
DHARMAPURI,0.29,792.25,1.62,33.01888552
DHARMAPURI,0.38,814.95,2.08,33.96495859
DHARMAPURI,0.54,855.97,2.99,35.67465061
DHARMAPURI,0.89,916.02,4.9,38.17710344
DHARMAPURI,0.18,753.79,0.99,31.4157369
